gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5087087447	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/226061101	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Oklahoma	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.522117	-97.47107	4.0						2024-06-19T20:54:27	19	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	226061101		Emily Geest	2024-06-29T23:42:57	CC_BY_4_0	Emily Geest	Emily Geest			2025-04-16T05:42:26.619Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5087081262	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/223140600	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Michigan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.483732	-83.433576	27630.0						2024-06-14T22:04:29	14	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	223140600		William Bernstein	2024-06-16T17:24:41	CC_BY_4_0	me	me			2025-04-16T05:39:20.426Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5087076418	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/225393794	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Indiana	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.505005	-85.671212	19.0						2024-06-26T11:07:57	26	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	225393794		askalotl	2024-06-26T22:01:04	CC0_1_0	askalotl	askalotl			2025-04-16T05:41:41.633Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5087055335	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/223001322	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Illinois	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.95713	-87.912809	27723.0						2024-06-13T20:11	13	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	223001322		Lauren Kovanko	2024-06-16T02:11:21	CC_BY_NC_4_0	Lauren Kovanko	Lauren Kovanko			2025-04-16T05:39:12.550Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5087034225	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/222839545	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		West Virginia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.364424	-77.955284	28121.0						2024-06-15T08:23:14	15	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	222839545		choochooshane	2024-06-15T12:23:25	CC_BY_NC_4_0	choochooshane	choochooshane			2025-04-16T05:39:01.295Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5087020240	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/224202436	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.732508	-73.222345	11.0						2024-06-21T09:49:09	21	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	224202436		Lisa Nasta	2024-06-21T15:43:10	CC_BY_NC_4_0	Lisa Nasta	Lisa Nasta			2025-04-16T05:40:24.789Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5086958194	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/173306022	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Ohio	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.26759	-82.234833	71.0						2023-07-12T17:06	12	7	2023	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	173306022		Engers	2023-07-16T22:14:23	CC_BY_4_0	Engers	Engers			2025-04-16T04:52:31.253Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5086938139	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/169103697	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Georgia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.572768	-85.076968	23.0						2023-06-23T18:58:28	23	6	2023	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	169103697		junior_bartram	2023-06-24T02:06:09	CC_BY_NC_4_0	junior_bartram	junior_bartram			2025-04-16T10:51:01.026Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5077065930	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/262956745	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Pennsylvania	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.550927	-79.250831	186.0						2024-07-10T20:14	10	7	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	262956745		Peggy Butler	2025-02-24T17:18:17	CC_BY_NC_4_0	Peggy Butler	Peggy Butler			2025-04-16T06:16:01.889Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5076924726	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/262435950	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Michigan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.631765	-84.513254	166.0						2024-06-26T19:12:25	26	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	262435950		Iain Walker	2025-02-20T21:25:51	CC_BY_NC_4_0	Iain Walker	Iain Walker			2025-04-16T12:45:47.663Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5076765145	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/201834750	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Maryland	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.275207	-77.454081	28121.0						2023-06-08T19:25	8	6	2023	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	201834750		dillyt	2024-03-09T21:15:51	CC_BY_NC_4_0	dillyt	dillyt			2025-04-16T11:31:21.672Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5069966692	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/261762449	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Illinois	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.794607	-89.602362	331.0						2024-06-14T18:45:50	14	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	261762449		Jeff	2025-02-15T20:30:49	CC_BY_NC_4_0	Jeff	Jeff			2025-04-16T06:15:08.919Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5069887096	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/261666862	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Texas	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.080041	-97.474443	4.0						2025-02-12T09:23	12	2	2025	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	261666862		Sam Kieschnick	2025-02-14T22:42:18	CC_BY_4_0	Sam Kieschnick	Sam Kieschnick			2025-04-16T06:15:03.762Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5069716960	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/178325872	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		New Jersey	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.126892	-74.23635	120.0						2023-08-05T16:43:21	5	8	2023	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	178325872		Traiano	2023-08-14T06:30:45	CC_BY_NC_4_0	Traiano	Traiano			2025-04-16T11:02:11.547Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5063340173	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/259390359	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		North Carolina	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.896929	-82.883365	28620.0						2023-08-14T13:43	14	8	2023	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	259390359		Royce Milam	2025-01-24T01:50:05	CC_BY_NC_4_0	Royce Milam	Royce Milam			2025-04-16T06:13:08.888Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5063153713	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/258967745	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Virginia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.267817	-76.70317	93.0						2023-06-05T14:42:42	5	6	2023	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	258967745		Matthew StClair	2025-01-19T18:07:22	CC_BY_NC_4_0	Matthew StClair	Matthew StClair			2025-04-16T12:42:23.777Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5063034225	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/258704673	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Indiana	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.614991	-87.274736	778.0						2023-06-27T09:41	27	6	2023	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	258704673		susankirt	2025-01-17T02:30:16	CC_BY_NC_4_0	susankirt	susankirt			2025-04-16T06:12:33.763Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062963018	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/258528985	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		North Carolina	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.894852	-78.579037	234.0						2024-06-08T19:55	8	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	258528985		Matthew Moskwik	2025-01-15T12:58:05	CC_BY_NC_4_0	Jeff Niznik	Jeff Niznik			2025-04-16T06:12:24.363Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062806150	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/246374076	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Kentucky	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.939128	-84.219375	299.0						2024-06-06T21:10:28	6	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	246374076		forestryshorty	2024-10-08T20:36:11	CC_BY_NC_4_0	forestryshorty	forestryshorty			2025-04-16T06:01:25.552Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062796614	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/224805467	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.12945	-77.636117							2024-06-23T16:16:11	23	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	224805467		Aidan Craner	2024-06-24T03:22:55	CC0_1_0	Aidan Craner	Aidan Craner			2025-04-16T11:57:03.958Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062787644	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/224765832	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Virginia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.55181	-77.44842	23.0						2024-06-20T18:46:30	20	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	224765832		wshattuck	2024-06-23T23:13:00	CC_BY_NC_4_0	wshattuck	wshattuck			2025-04-16T05:40:58.428Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062771061	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/231529976	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.129489	-77.636239							2024-07-24T20:41:52	24	7	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	231529976		Aidan Craner	2024-07-25T01:05:51	CC0_1_0	Aidan Craner	Aidan Craner			2025-04-16T05:48:16.633Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062768208	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/231213899	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.124856	-77.630819							2024-07-22T09:14:27	22	7	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	231213899		Aidan Craner	2024-07-23T15:07:11	CC0_1_0	Aidan Craner	Aidan Craner			2025-04-16T05:47:57.515Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062750444	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/222580281	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Iowa	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.549295	-95.503563	7.0						2024-06-13T18:46:20	13	6	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	222580281		Robin Morehouse	2024-06-14T04:14:40	CC_BY_4_0	Robin Morehouse	Robin Morehouse			2025-04-16T05:38:46.358Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
5062740815	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/226533204	Animalia	Arthropoda	Insecta	Coleoptera	Lampyridae	Photinus	Photinus pyralis		SPECIES	Photinus pyralis (Linnaeus, 1767)	Photinus pyralis		US		Delaware	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.530144	-75.480486							2024-07-01T16:11:37	1	7	2024	1162763	1162763	HUMAN_OBSERVATION	iNaturalist	Observations	226533204		Bill Fintel	2024-07-02T18:57:34	CC_BY_NC_4_0	Patrick R McGown	Patrick R McGown			2025-04-16T05:43:02.243Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
